Zeit;Kanal A;Kanal B
(ms);(mV);(mV)

-18,61958255;0,87352360;12,99520000
-18,61458255;1,04822800;12,99520000
-18,60958255;0,00000000;12,99520000
-18,60458255;1,39763800;17,33206000
-18,59958255;0,52411410;8,65834000
-18,59458255;0,87352360;8,65834000
-18,58958255;-0,34940940;12,99520000
-18,58458255;0,17470470;4,32148100
-18,57958255;0,87352360;4,32148100
-18,57458255;0,17470470;8,65834000
-18,56958255;-0,34940940;4,32148100
-18,56458255;-0,17470470;4,32148100
-18,55958255;0,17470470;8,65834000
-18,55458255;0,00000000;4,32148100
-18,54958255;-0,17470470;4,32148100
-18,54458255;0,17470470;4,32148100
-18,53958255;-0,17470470;0,00000000
-18,53458255;-0,87352360;4,32148100
-18,52958255;-0,17470470;0,00000000
-18,52458255;0,17470470;0,00000000
-18,51958255;-0,52411410;0,00000000
-18,51458255;0,17470470;0,00000000
-18,50958255;-0,69881890;0,00000000
-18,50458255;-0,34940940;-4,32148100
-18,49958255;-0,34940940;-4,32148100
-18,49458255;0,52411410;0,00000000
-18,48958255;0,52411410;-4,32148100
-18,48458255;0,00000000;-4,32148100
-18,47958255;-0,34940940;-4,32148100
-18,47458255;0,34940940;-4,32148100
-18,46958255;0,17470470;-4,32148100
-18,46458255;0,34940940;-4,32148100
-18,45958255;0,00000000;-4,32148100
-18,45458255;0,17470470;-8,65834000
-18,44958255;0,00000000;-4,32148100
-18,44458255;0,52411410;-8,65834000
-18,43958255;0,52411410;-4,32148100
-18,43458255;0,17470470;-8,65834000
-18,42958255;0,52411410;-8,65834000
-18,42458255;0,52411410;-8,65834000
-18,41958255;0,52411410;-8,65834000
-18,41458255;0,87352360;-8,65834000
-18,40958255;-0,17470470;-12,99520000
-18,40458255;0,17470470;-12,99520000
-18,39958255;-0,34940940;-12,99520000
-18,39458255;0,17470470;-17,33206000
-18,38958255;0,00000000;-17,33206000
-18,38458255;-0,17470470;-17,33206000
-18,37958255;-0,17470470;-17,33206000
-18,37458255;-0,17470470;-21,66892000
-18,36958255;0,00000000;-17,33206000
-18,36458255;0,87352360;-17,33206000
-18,35958255;-0,17470470;-17,33206000
-18,35458255;0,34940940;-17,33206000
-18,34958255;0,00000000;-17,33206000
-18,34458255;0,87352360;-21,66892000
-18,33958255;-0,17470470;-21,66892000
-18,33458255;-0,17470470;-26,00578000
-18,32958255;-0,34940940;-21,66892000
-18,32458255;-0,34940940;-21,66892000
-18,31958255;-0,34940940;-21,66892000
-18,31458255;0,34940940;-21,66892000
-18,30958255;0,34940940;-21,66892000
-18,30458255;0,52411410;-26,00578000
-18,29958255;0,00000000;-26,00578000
-18,29458255;0,87352360;-26,00578000
-18,28958255;-0,34940940;-26,00578000
-18,28458255;0,17470470;-26,00578000
-18,27958256;0,00000000;-21,66892000
-18,27458256;0,00000000;-30,34264000
-18,26958256;0,34940940;-26,00578000
-18,26458256;0,34940940;-26,00578000
-18,25958256;0,00000000;-30,34264000
-18,25458256;-0,17470470;-30,34264000
-18,24958256;0,17470470;-30,34264000
-18,24458256;0,87352360;-34,67950000
-18,23958256;0,00000000;-34,67950000
-18,23458256;0,17470470;-34,67950000
-18,22958256;-0,34940940;-30,34264000
-18,22458256;-0,34940940;-34,67950000
-18,21958256;-0,52411410;-34,67950000
-18,21458256;0,17470470;-34,67950000
-18,20958256;-0,34940940;-39,01636000
-18,20458256;0,34940940;-39,01636000
-18,19958256;0,34940940;-34,67950000
-18,19458256;0,69881890;-39,01636000
-18,18958256;-0,34940940;-39,01636000
-18,18458256;0,00000000;-34,67950000
-18,17958256;0,17470470;-39,01636000
-18,17458256;-0,34940940;-39,01636000
-18,16958256;-0,87352360;-39,01636000
-18,16458256;0,00000000;-43,35322000
-18,15958256;0,34940940;-43,35322000
-18,15458256;0,00000000;-43,35322000
-18,14958256;-1,04822800;-43,35322000
-18,14458256;-0,17470470;-43,35322000
-18,13958256;-0,87352360;-43,35322000
-18,13458256;0,17470470;-43,35322000
-18,12958256;-0,17470470;-43,35322000
-18,12458256;0,00000000;-43,35322000
-18,11958256;-0,34940940;-43,35322000
-18,11458256;-0,69881890;-47,69008000
-18,10958256;0,00000000;-47,69008000
-18,10458256;0,34940940;-52,02694000
-18,09958256;-0,34940940;-47,69008000
-18,09458256;-0,34940940;-47,69008000
-18,08958256;-1,57234300;-52,02694000
-18,08458256;0,52411410;-52,02694000
-18,07958256;-0,69881890;-52,02694000
-18,07458256;-0,34940940;-52,02694000
-18,06958256;-0,69881890;-52,02694000
-18,06458256;-0,17470470;-52,02694000
-18,05958256;1,74704700;-52,02694000
-18,05458256;0,00000000;-56,36380000
-18,04958256;0,17470470;-56,36380000
-18,04458256;0,17470470;-56,36380000
-18,03958256;-0,34940940;-56,36380000
-18,03458256;1,04822800;-56,36380000
-18,02958256;0,87352360;-56,36380000
-18,02458256;0,34940940;-60,70066000
-18,01958256;0,00000000;-56,36380000
-18,01458256;0,87352360;-60,70066000
-18,00958256;0,52411410;-56,36380000
-18,00458256;0,17470470;-65,03752000
-17,99958256;0,52411410;-60,70066000
-17,99458256;0,87352360;-65,03752000
-17,98958256;0,00000000;-60,70066000
-17,98458256;-0,34940940;-65,03752000
-17,97958256;-0,17470470;-65,03752000
-17,97458256;3,14468500;-69,37438000
-17,96958256;1,22293300;-65,03752000
-17,96458256;0,00000000;-65,03752000
-17,95958256;0,52411410;-65,03752000
-17,95458256;0,34940940;-65,03752000
-17,94958256;0,34940940;-65,03752000
-17,94458256;0,87352360;-65,03752000
-17,93958256;0,34940940;-69,37438000
-17,93458256;0,52411410;-69,37438000
-17,92958256;-0,34940940;-65,03752000
-17,92458256;0,34940940;-73,71124000
-17,91958256;-0,17470470;-69,37438000
-17,91458256;0,69881890;-73,71124000
-17,90958256;0,17470470;-73,71124000
-17,90458256;0,17470470;-73,71124000
-17,89958256;-0,34940940;-73,71124000
-17,89458256;0,00000000;-73,71124000
-17,88958256;0,17470470;-73,71124000
-17,88458257;-0,34940940;-73,71124000
-17,87958257;-0,34940940;-78,04810000
-17,87458257;-0,34940940;-73,71124000
-17,86958257;0,00000000;-78,04810000
-17,86458257;0,00000000;-78,04810000
-17,85958257;-0,52411410;-78,04810000
-17,85458257;-0,34940940;-78,04810000
-17,84958257;-0,69881890;-78,04810000
-17,84458257;-0,69881890;-78,04810000
-17,83958257;0,00000000;-82,38496000
-17,83458257;0,17470470;-78,04810000
-17,82958257;-0,34940940;-78,04810000
-17,82458257;-0,17470470;-78,04810000
-17,81958257;-1,04822800;-82,38496000
-17,81458257;-0,69881890;-82,38496000
-17,80958257;-0,34940940;-82,38496000
-17,80458257;0,00000000;-82,38496000
-17,79958257;-0,52411410;-82,38496000
-17,79458257;-0,52411410;-86,72182000
-17,78958257;0,00000000;-86,72182000
-17,78458257;0,00000000;-86,72182000
-17,77958257;-0,34940940;-86,72182000
-17,77458257;-0,52411410;-86,72182000
-17,76958257;-0,87352360;-86,72182000
-17,76458257;-1,04822800;-91,05868000
-17,75958257;1,74704700;-82,38496000
-17,75458257;0,17470470;-86,72182000
-17,74958257;-0,87352360;-86,72182000
-17,74458257;-0,17470470;-91,05868000
-17,73958257;-1,04822800;-86,72182000
-17,73458257;0,52411410;-91,05868000
-17,72958257;-0,34940940;-91,05868000
-17,72458257;0,17470470;-91,05868000
-17,71958257;-1,57234300;-91,05868000
-17,71458257;-0,34940940;-95,39554000
-17,70958257;-1,04822800;-91,05868000
-17,70458257;0,00000000;-95,39554000
-17,69958257;-0,69881890;-95,39554000
-17,69458257;-0,87352360;-95,39554000
-17,68958257;0,00000000;-95,39554000
-17,68458257;-0,34940940;-95,39554000
-17,67958257;-0,34940940;-95,39554000
-17,67458257;0,17470470;-99,73240000
-17,66958257;-0,17470470;-95,39554000
-17,66458257;0,34940940;-104,06930000
-17,65958257;-0,52411410;-95,39554000
-17,65458257;0,52411410;-99,73240000
-17,64958257;-0,52411410;-99,73240000
-17,64458257;-0,17470470;-104,06930000
-17,63958257;0,00000000;-99,73240000
-17,63458257;0,87352360;-99,73240000
-17,62958257;-0,69881890;-99,73240000
-17,62458257;0,00000000;-99,73240000
-17,61958257;-0,69881890;-99,73240000
-17,61458257;-0,34940940;-104,06930000
-17,60958257;-1,04822800;-104,06930000
-17,60458257;0,00000000;-104,06930000
-17,59958257;-0,52411410;-104,06930000
-17,59458257;-0,34940940;-104,06930000
-17,58958257;-0,34940940;-108,40610000
-17,58458257;0,17470470;-108,40610000
-17,57958257;0,00000000;-108,40610000
-17,57458257;-0,34940940;-104,06930000
-17,56958257;-0,52411410;-108,40610000
-17,56458257;-0,34940940;-108,40610000
-17,55958257;0,00000000;-108,40610000
-17,55458257;0,52411410;-108,40610000
-17,54958257;-0,34940940;-108,40610000
-17,54458257;0,17470470;-112,74300000
-17,53958257;-0,34940940;-112,74300000
-17,53458257;-0,52411410;-108,40610000
-17,52958257;0,17470470;-112,74300000
-17,52458257;0,52411410;-112,74300000
-17,51958257;0,00000000;-108,40610000
-17,51458257;0,34940940;-117,07980000
-17,50958257;-1,04822800;-117,07980000
-17,50458257;-0,17470470;-117,07980000
-17,49958257;0,00000000;-112,74300000
-17,49458257;0,52411410;-117,07980000
-17,48958257;0,00000000;-112,74300000
-17,48458258;0,34940940;-112,74300000
-17,47958258;0,00000000;-117,07980000
-17,47458258;-0,34940940;-117,07980000
-17,46958258;0,00000000;-117,07980000
-17,46458258;0,52411410;-117,07980000
-17,45958258;-1,04822800;-117,07980000
-17,45458258;0,34940940;-121,41670000
-17,44958258;-0,69881890;-117,07980000
-17,44458258;0,34940940;-117,07980000
-17,43958258;-0,87352360;-117,07980000
-17,43458258;-0,34940940;-121,41670000
-17,42958258;-0,52411410;-121,41670000
-17,42458258;0,17470470;-117,07980000
-17,41958258;0,17470470;-121,41670000
-17,41458258;0,69881890;-121,41670000
-17,40958258;-1,04822800;-121,41670000
-17,40458258;-0,34940940;-125,75360000
-17,39958258;-0,17470470;-125,75360000
-17,39458258;0,17470470;-121,41670000
-17,38958258;0,52411410;-125,75360000
-17,38458258;0,00000000;-125,75360000
-17,37958258;0,00000000;-121,41670000
-17,37458258;-0,69881890;-125,75360000
-17,36958258;-1,04822800;-125,75360000
-17,36458258;0,34940940;-125,75360000
-17,35958258;-0,69881890;-125,75360000
-17,35458258;-0,52411410;-125,75360000
-17,34958258;-1,39763800;-130,09040000
-17,34458258;-0,34940940;-130,09040000
-17,33958258;0,34940940;-130,09040000
-17,33458258;1,04822800;-130,09040000
-17,32958258;-0,34940940;-130,09040000
-17,32458258;0,17470470;-134,42730000
-17,31958258;-0,69881890;-130,09040000
-17,31458258;0,52411410;-134,42730000
-17,30958258;0,69881890;-134,42730000
-17,30458258;0,17470470;-134,42730000
-17,29958258;-0,34940940;-134,42730000
-17,29458258;0,34940940;-130,09040000
-17,28958258;-0,69881890;-134,42730000
-17,28458258;0,52411410;-134,42730000
-17,27958258;-0,52411410;-130,09040000
-17,27458258;0,00000000;-134,42730000
-17,26958258;-0,34940940;-134,42730000
-17,26458258;-0,52411410;-134,42730000
-17,25958258;0,17470470;-134,42730000
-17,25458258;0,00000000;-138,76410000
-17,24958258;-1,04822800;-134,42730000
-17,24458258;-0,34940940;-134,42730000
-17,23958258;-0,17470470;-138,76410000
-17,23458258;0,00000000;-138,76410000
-17,22958258;-0,17470470;-138,76410000
-17,22458258;-1,04822800;-143,10100000
-17,21958258;-0,34940940;-138,76410000
-17,21458258;-0,69881890;-138,76410000
-17,20958258;-0,69881890;-138,76410000
-17,20458258;-0,69881890;-143,10100000
-17,19958258;-0,69881890;-143,10100000
-17,19458258;0,17470470;-143,10100000
-17,18958258;-0,34940940;-143,10100000
-17,18458258;0,00000000;-143,10100000
-17,17958258;0,00000000;-143,10100000
-17,17458258;0,00000000;-143,10100000
-17,16958258;-0,52411410;-143,10100000
-17,16458258;0,17470470;-143,10100000
-17,15958258;-1,04822800;-143,10100000
-17,15458258;0,00000000;-143,10100000
-17,14958258;-0,34940940;-143,10100000
-17,14458258;0,52411410;-143,10100000
-17,13958258;-0,69881890;-147,43790000
-17,13458258;-0,17470470;-147,43790000
-17,12958258;0,00000000;-147,43790000
-17,12458258;0,17470470;-147,43790000
-17,11958258;0,52411410;-147,43790000
-17,11458258;-0,17470470;-151,77470000
-17,10958258;-0,34940940;-147,43790000
-17,10458258;0,00000000;-151,77470000
-17,09958258;-0,34940940;-151,77470000
-17,09458258;0,69881890;-151,77470000
-17,08958259;-0,52411410;-147,43790000
-17,08458259;-0,34940940;-151,77470000
-17,07958259;-0,34940940;-151,77470000
-17,07458259;0,17470470;-156,11160000
-17,06958259;0,00000000;-151,77470000
-17,06458259;-0,69881890;-156,11160000
-17,05958259;0,00000000;-151,77470000
-17,05458259;-0,34940940;-151,77470000
-17,04958259;0,00000000;-151,77470000
-17,04458259;0,17470470;-151,77470000
-17,03958259;-0,69881890;-151,77470000
-17,03458259;-0,69881890;-151,77470000
-17,02958259;-0,34940940;-156,11160000
-17,02458259;-0,52411410;-156,11160000
-17,01958259;0,52411410;-156,11160000
-17,01458259;0,00000000;-156,11160000
-17,00958259;0,87352360;-156,11160000
-17,00458259;-0,87352360;-156,11160000
-16,99958259;-0,17470470;-156,11160000
-16,99458259;-0,52411410;-156,11160000
-16,98958259;-0,34940940;-156,11160000
-16,98458259;0,00000000;-156,11160000
-16,97958259;0,00000000;-156,11160000
-16,97458259;0,87352360;-156,11160000
-16,96958259;0,00000000;-160,44840000
-16,96458259;0,52411410;-160,44840000
-16,95958259;0,17470470;-156,11160000
-16,95458259;0,00000000;-160,44840000
-16,94958259;0,17470470;-160,44840000
-16,94458259;-0,34940940;-160,44840000
-16,93958259;-0,34940940;-156,11160000
-16,93458259;-0,17470470;-164,78530000
-16,92958259;-0,34940940;-160,44840000
-16,92458259;0,17470470;-160,44840000
-16,91958259;-0,34940940;-160,44840000
-16,91458259;0,00000000;-160,44840000
-16,90958259;-1,39763800;-160,44840000
-16,90458259;0,17470470;-160,44840000
-16,89958259;-0,69881890;-164,78530000
-16,89458259;-1,04822800;-164,78530000
-16,88958259;-0,34940940;-164,78530000
-16,88458259;0,17470470;-164,78530000
-16,87958259;-0,17470470;-164,78530000
-16,87458259;0,34940940;-164,78530000
-16,86958259;-1,04822800;-164,78530000
-16,86458259;-0,34940940;-169,12220000
-16,85958259;-0,69881890;-169,12220000
-16,85458259;0,17470470;-169,12220000
-16,84958259;0,17470470;-169,12220000
-16,84458259;-0,34940940;-160,44840000
-16,83958259;-0,69881890;-164,78530000
-16,83458259;0,17470470;-169,12220000
-16,82958259;-1,22293300;-164,78530000
-16,82458259;-0,69881890;-164,78530000
-16,81958259;-0,69881890;-169,12220000
-16,81458259;0,17470470;-169,12220000
-16,80958259;-0,34940940;-164,78530000
-16,80458259;-0,34940940;-169,12220000
-16,79958259;-0,17470470;-169,12220000
-16,79458259;-0,34940940;-173,45900000
-16,78958259;-0,17470470;-169,12220000
-16,78458259;0,17470470;-169,12220000
-16,77958259;-0,52411410;-173,45900000
-16,77458259;0,00000000;-169,12220000
-16,76958259;-0,34940940;-169,12220000
-16,76458259;0,34940940;-173,45900000
-16,75958259;0,00000000;-169,12220000
-16,75458259;-0,52411410;-173,45900000
-16,74958259;-0,34940940;-169,12220000
-16,74458259;0,34940940;-173,45900000
-16,73958259;0,17470470;-169,12220000
-16,73458259;1,04822800;-173,45900000
-16,72958259;-0,17470470;-169,12220000
-16,72458259;0,17470470;-173,45900000
-16,71958259;0,34940940;-173,45900000
-16,71458259;0,00000000;-173,45900000
-16,70958259;0,17470470;-173,45900000
-16,70458259;0,87352360;-173,45900000
-16,69958259;-0,34940940;-177,79590000
-16,69458260;0,00000000;-173,45900000
-16,68958260;-0,34940940;-173,45900000
-16,68458260;0,00000000;-177,79590000
-16,67958260;0,00000000;-173,45900000
-16,67458260;1,04822800;-177,79590000
-16,66958260;0,17470470;-177,79590000
-16,66458260;1,04822800;-177,79590000
-16,65958260;0,17470470;-177,79590000
-16,65458260;0,52411410;-177,79590000
-16,64958260;0,52411410;-177,79590000
-16,64458260;-0,34940940;-177,79590000
-16,63958260;-0,34940940;-173,45900000
-16,63458260;0,17470470;-173,45900000
-16,62958260;0,00000000;-177,79590000
-16,62458260;0,52411410;-177,79590000
-16,61958260;0,00000000;-177,79590000
-16,61458260;0,34940940;-177,79590000
-16,60958260;-0,34940940;-177,79590000
-16,60458260;0,17470470;-177,79590000
-16,59958260;0,00000000;-177,79590000
-16,59458260;0,34940940;-182,13270000
-16,58958260;0,17470470;-182,13270000
-16,58458260;0,17470470;-182,13270000
-16,57958260;0,17470470;-182,13270000
-16,57458260;0,17470470;-177,79590000
-16,56958260;-0,69881890;-177,79590000
-16,56458260;0,00000000;-182,13270000
-16,55958260;-0,34940940;-182,13270000
-16,55458260;0,00000000;-177,79590000
-16,54958260;0,17470470;-177,79590000
-16,54458260;-0,34940940;-182,13270000
-16,53958260;0,17470470;-182,13270000
-16,53458260;0,17470470;-186,46960000
-16,52958260;0,52411410;-182,13270000
-16,52458260;0,17470470;-182,13270000
-16,51958260;0,52411410;-182,13270000
-16,51458260;0,87352360;-182,13270000
-16,50958260;-0,34940940;-186,46960000
-16,50458260;0,00000000;-182,13270000
-16,49958260;-1,04822800;-182,13270000
-16,49458260;0,17470470;-186,46960000
-16,48958260;0,17470470;-182,13270000
-16,48458260;0,34940940;-182,13270000
-16,47958260;0,34940940;-190,80650000
-16,47458260;0,34940940;-186,46960000
-16,46958260;-0,34940940;-186,46960000
-16,46458260;0,52411410;-182,13270000
-16,45958260;0,00000000;-186,46960000
-16,45458260;0,69881890;-182,13270000
-16,44958260;0,17470470;-182,13270000
-16,44458260;0,34940940;-186,46960000
-16,43958260;0,69881890;-186,46960000
-16,43458260;0,17470470;-182,13270000
-16,42958260;0,00000000;-186,46960000
-16,42458260;-0,69881890;-182,13270000
-16,41958260;0,00000000;-186,46960000
-16,41458260;0,87352360;-186,46960000
-16,40958260;0,52411410;-186,46960000
-16,40458260;0,52411410;-186,46960000
-16,39958260;0,17470470;-186,46960000
-16,39458260;0,87352360;-190,80650000
-16,38958260;0,87352360;-186,46960000
-16,38458260;0,34940940;-186,46960000
-16,37958260;0,17470470;-186,46960000
-16,37458260;0,17470470;-190,80650000
-16,36958260;0,52411410;-186,46960000
-16,36458260;0,34940940;-186,46960000
-16,35958260;0,34940940;-186,46960000
-16,35458260;0,52411410;-190,80650000
-16,34958260;0,00000000;-186,46960000
-16,34458260;0,69881890;-186,46960000
-16,33958260;0,34940940;-186,46960000
-16,33458260;1,04822800;-186,46960000
-16,32958260;0,34940940;-186,46960000
-16,32458260;-0,17470470;-186,46960000
-16,31958260;0,52411410;-186,46960000
-16,31458260;0,17470470;-190,80650000
-16,30958260;0,52411410;-190,80650000
-16,30458260;0,69881890;-186,46960000
-16,29958261;0,34940940;-190,80650000
-16,29458261;0,34940940;-190,80650000
-16,28958261;1,04822800;-190,80650000
-16,28458261;0,69881890;-190,80650000
-16,27958261;1,22293300;-190,80650000
-16,27458261;0,87352360;-190,80650000
-16,26958261;0,69881890;-186,46960000
-16,26458261;0,52411410;-190,80650000
-16,25958261;1,04822800;-190,80650000
-16,25458261;0,69881890;-190,80650000
-16,24958261;0,87352360;-186,46960000
-16,24458261;0,87352360;-190,80650000
-16,23958261;-0,17470470;-186,46960000
-16,23458261;0,17470470;-190,80650000
-16,22958261;0,17470470;-186,46960000
-16,22458261;1,22293300;-190,80650000
-16,21958261;0,17470470;-190,80650000
-16,21458261;0,00000000;-190,80650000
-16,20958261;0,17470470;-190,80650000
-16,20458261;1,57234300;-195,14330000
-16,19958261;0,52411410;-190,80650000
-16,19458261;1,39763800;-190,80650000
-16,18958261;0,69881890;-190,80650000
-16,18458261;0,87352360;-190,80650000
-16,17958261;0,52411410;-186,46960000
-16,17458261;0,69881890;-190,80650000
-16,16958261;1,04822800;-190,80650000
-16,16458261;0,52411410;-195,14330000
-16,15958261;0,87352360;-190,80650000
-16,15458261;0,52411410;-190,80650000
-16,14958261;1,04822800;-190,80650000
-16,14458261;1,74704700;-190,80650000
-16,13958261;0,52411410;-190,80650000
-16,13458261;0,69881890;-195,14330000
-16,12958261;0,69881890;-190,80650000
-16,12458261;0,34940940;-195,14330000
-16,11958261;0,87352360;-190,80650000
-16,11458261;0,87352360;-195,14330000
-16,10958261;0,52411410;-190,80650000
-16,10458261;0,52411410;-190,80650000
-16,09958261;-0,17470470;-190,80650000
-16,09458261;0,87352360;-195,14330000
-16,08958261;-0,52411410;-190,80650000
-16,08458261;0,52411410;-190,80650000
-16,07958261;-0,17470470;-190,80650000
-16,07458261;0,17470470;-190,80650000
-16,06958261;0,00000000;-195,14330000
-16,06458261;0,00000000;-190,80650000
-16,05958261;0,17470470;-190,80650000
-16,05458261;-0,34940940;-195,14330000
-16,04958261;0,00000000;-190,80650000
-16,04458261;0,87352360;-190,80650000
-16,03958261;0,17470470;-190,80650000
-16,03458261;0,87352360;-195,14330000
-16,02958261;0,87352360;-195,14330000
-16,02458261;1,04822800;-190,80650000
-16,01958261;0,87352360;-190,80650000
-16,01458261;0,34940940;-190,80650000
-16,00958261;0,87352360;-190,80650000
-16,00458261;-0,17470470;-195,14330000
-15,99958261;0,52411410;-190,80650000
-15,99458261;0,17470470;-190,80650000
-15,98958261;0,87352360;-186,46960000
-15,98458261;1,04822800;-186,46960000
-15,97958261;0,00000000;-195,14330000
-15,97458261;0,52411410;-195,14330000
-15,96958261;0,69881890;-190,80650000
-15,96458261;1,04822800;-186,46960000
-15,95958261;0,87352360;-190,80650000
-15,95458261;1,04822800;-190,80650000
-15,94958261;1,04822800;-190,80650000
-15,94458261;1,92175200;-190,80650000
-15,93958261;0,52411410;-186,46960000
-15,93458261;1,22293300;-190,80650000
-15,92958261;0,52411410;-190,80650000
-15,92458261;1,39763800;-190,80650000
-15,91958261;1,04822800;-190,80650000
-15,91458261;1,92175200;-190,80650000
-15,90958261;1,39763800;-186,46960000
-15,90458262;0,87352360;-190,80650000
-15,89958262;2,09645700;-186,46960000
-15,89458262;1,39763800;-190,80650000
-15,88958262;1,04822800;-190,80650000
-15,88458262;1,57234300;-190,80650000
-15,87958262;0,17470470;-186,46960000
-15,87458262;1,22293300;-190,80650000
-15,86958262;0,52411410;-190,80650000
-15,86458262;0,52411410;-190,80650000
-15,85958262;0,00000000;-190,80650000
-15,85458262;1,22293300;-190,80650000
-15,84958262;0,87352360;-190,80650000
-15,84458262;0,69881890;-190,80650000
-15,83958262;0,87352360;-190,80650000
-15,83458262;1,04822800;-190,80650000
-15,82958262;0,34940940;-190,80650000
-15,82458262;1,57234300;-190,80650000
-15,81958262;0,69881890;-190,80650000
-15,81458262;1,74704700;-190,80650000
-15,80958262;1,04822800;-190,80650000
-15,80458262;1,92175200;-190,80650000
-15,79958262;0,52411410;-186,46960000
-15,79458262;0,69881890;-190,80650000
-15,78958262;-0,69881890;-186,46960000
-15,78458262;0,87352360;-186,46960000
-15,77958262;1,22293300;-190,80650000
-15,77458262;1,22293300;-190,80650000
-15,76958262;0,17470470;-186,46960000
-15,76458262;0,52411410;-190,80650000
-15,75958262;0,34940940;-190,80650000
-15,75458262;0,87352360;-190,80650000
-15,74958262;1,04822800;-190,80650000
-15,74458262;0,87352360;-190,80650000
-15,73958262;0,52411410;-186,46960000
-15,73458262;-0,52411410;-186,46960000
-15,72958262;0,17470470;-186,46960000
-15,72458262;0,87352360;-190,80650000
-15,71958262;-0,52411410;-186,46960000
-15,71458262;0,17470470;-190,80650000
-15,70958262;-0,17470470;-186,46960000
-15,70458262;-0,34940940;-186,46960000
-15,69958262;0,00000000;-186,46960000
-15,69458262;0,00000000;-190,80650000
-15,68958262;0,00000000;-186,46960000
-15,68458262;0,00000000;-186,46960000
-15,67958262;-0,17470470;-186,46960000
-15,67458262;0,69881890;-190,80650000
-15,66958262;0,17470470;-186,46960000
-15,66458262;0,52411410;-190,80650000
-15,65958262;0,00000000;-186,46960000
-15,65458262;0,17470470;-186,46960000
-15,64958262;0,00000000;-186,46960000
-15,64458262;0,17470470;-186,46960000
-15,63958262;0,00000000;-182,13270000
-15,63458262;0,00000000;-186,46960000
-15,62958262;0,00000000;-182,13270000
-15,62458262;0,87352360;-186,46960000
-15,61958262;-0,69881890;-182,13270000
-15,61458262;0,87352360;-186,46960000
-15,60958262;-0,52411410;-182,13270000
-15,60458262;0,17470470;-182,13270000
-15,59958262;0,17470470;-186,46960000
-15,59458262;1,39763800;-186,46960000
-15,58958262;0,34940940;-186,46960000
-15,58458262;-0,34940940;-186,46960000
-15,57958262;0,34940940;-182,13270000
-15,57458262;0,17470470;-182,13270000
-15,56958262;0,17470470;-182,13270000
-15,56458262;0,52411410;-182,13270000
-15,55958262;0,17470470;-186,46960000
-15,55458262;0,52411410;-186,46960000
-15,54958262;0,00000000;-182,13270000
-15,54458262;0,34940940;-182,13270000
-15,53958262;0,34940940;-182,13270000
-15,53458262;0,69881890;-182,13270000
-15,52958262;0,17470470;-177,79590000
-15,52458262;0,00000000;-182,13270000
-15,51958262;0,17470470;-182,13270000
-15,51458262;0,34940940;-182,13270000
-15,50958263;0,17470470;-182,13270000
-15,50458263;0,17470470;-182,13270000
-15,49958263;0,00000000;-177,79590000
-15,49458263;-0,34940940;-177,79590000
-15,48958263;0,17470470;-177,79590000
-15,48458263;0,00000000;-182,13270000
-15,47958263;0,00000000;-182,13270000
-15,47458263;-0,52411410;-182,13270000
-15,46958263;0,00000000;-182,13270000
-15,46458263;0,34940940;-182,13270000
-15,45958263;0,69881890;-177,79590000
-15,45458263;0,17470470;-182,13270000
-15,44958263;0,00000000;-182,13270000
-15,44458263;-0,52411410;-182,13270000
-15,43958263;0,00000000;-177,79590000
-15,43458263;-0,69881890;-182,13270000
-15,42958263;0,52411410;-177,79590000
-15,42458263;0,00000000;-177,79590000
-15,41958263;-0,69881890;-177,79590000
-15,41458263;-0,34940940;-177,79590000
-15,40958263;-0,52411410;-182,13270000
-15,40458263;0,17470470;-177,79590000
-15,39958263;-1,04822800;-177,79590000
-15,39458263;0,00000000;-177,79590000
-15,38958263;-0,34940940;-173,45900000
-15,38458263;0,17470470;-173,45900000
-15,37958263;-0,34940940;-173,45900000
-15,37458263;-0,34940940;-173,45900000
-15,36958263;-0,69881890;-173,45900000
-15,36458263;0,00000000;-173,45900000
-15,35958263;0,17470470;-177,79590000
-15,35458263;0,87352360;-173,45900000
-15,34958263;0,17470470;-173,45900000
-15,34458263;0,34940940;-177,79590000
-15,33958263;0,00000000;-173,45900000
-15,33458263;-0,17470470;-173,45900000
-15,32958263;0,17470470;-177,79590000
-15,32458263;0,87352360;-173,45900000
-15,31958263;-0,34940940;-169,12220000
-15,31458263;-0,17470470;-173,45900000
-15,30958263;0,52411410;-173,45900000
-15,30458263;0,34940940;-173,45900000
-15,29958263;-0,34940940;-173,45900000
-15,29458263;0,52411410;-169,12220000
-15,28958263;-0,52411410;-169,12220000
-15,28458263;0,17470470;-169,12220000
-15,27958263;-0,17470470;-169,12220000
-15,27458263;0,17470470;-173,45900000
-15,26958263;0,17470470;-169,12220000
-15,26458263;0,17470470;-169,12220000
-15,25958263;-0,34940940;-169,12220000
-15,25458263;0,00000000;-169,12220000
-15,24958263;-0,34940940;-164,78530000
-15,24458263;0,87352360;-164,78530000
-15,23958263;0,52411410;-169,12220000
-15,23458263;0,52411410;-173,45900000
-15,22958263;0,34940940;-169,12220000
-15,22458263;0,00000000;-164,78530000
-15,21958263;0,87352360;-164,78530000
-15,21458263;0,17470470;-169,12220000
-15,20958263;-0,17470470;-169,12220000
-15,20458263;0,69881890;-169,12220000
-15,19958263;-0,34940940;-160,44840000
-15,19458263;0,17470470;-164,78530000
-15,18958263;-0,17470470;-164,78530000
-15,18458263;0,34940940;-169,12220000
